Gene	Cytoband	Altered group	Unaltered group	Altered group	Unaltered group	Log Ratio	p-Value	q-Value	Higher expression in
ABCA2	9q34.3	12.66	12.62	1.04	0.90	0.04	0.769	0.825	Altered group
PLEKHH1	14q24.1	10.60	10.55	1.21	1.04	0.05	0.771	0.826	Altered group
KRTAP13-4	21q22.11	0.01	0.01	0.07	0.05	0.00	0.771	0.826	Altered group
SIAH2	3q25.1	8.65	8.64	0.31	0.33	0.01	0.771	0.826	Altered group
AGTR2	Xq23	0.11	0.10	0.34	0.25	0.01	0.772	0.827	Altered group
ADAM33	20p13	5.32	5.25	1.92	1.48	0.07	0.772	0.827	Altered group
NPLOC4	17q25.3	10.99	10.98	0.25	0.24	0.01	0.772	0.827	Altered group
PSKH2	8q21.3	0.06	0.06	0.18	0.19	0.01	0.772	0.827	Altered group
WNT16	7q31.31	2.37	2.29	2.14	1.77	0.08	0.772	0.827	Altered group
BRMS1	11q13.2	9.45	9.43	0.45	0.49	0.02	0.773	0.828	Altered group
GSPT1	16p13.13	11.44	11.43	0.27	0.28	0.01	0.773	0.828	Altered group
RAB3GAP2	1q41	9.80	9.79	0.48	0.48	0.02	0.774	0.828	Altered group
KRTAP4-3	17q21.2	0.02	0.01	0.11	0.10	0.00	0.774	0.829	Altered group
CFAP44	3q13.2	7.37	7.33	0.93	0.96	0.04	0.775	0.829	Altered group
IARS1	9q22.31	10.93	10.91	0.44	0.40	0.02	0.775	0.829	Altered group
TMEM74	8q23.1	4.82	4.76	1.54	1.21	0.06	0.775	0.829	Altered group
JSRP1	19p13.3	0.79	0.75	0.94	0.68	0.03	0.775	0.829	Altered group
FREM1	9p22.3	6.15	6.08	1.88	1.64	0.07	0.775	0.829	Altered group
MAGEA2	Xq28	0.38	0.35	0.78	0.70	0.03	0.776	0.830	Altered group
PLEKHF1	19q12	6.75	6.70	1.21	1.07	0.04	0.776	0.830	Altered group
ALX3	1p13.3	5.50	5.46	0.94	0.71	0.03	0.776	0.830	Altered group
LINC00523	14q32.2	0.24	0.22	0.57	0.56	0.02	0.776	0.830	Altered group
PARM1	4q13.3	8.56	8.52	1.09	1.51	0.04	0.777	0.830	Altered group
MAGEC2	Xq27.2	0.14	0.12	0.34	0.52	0.01	0.777	0.830	Altered group
ZNF577	19q13.41	7.46	7.44	0.63	0.77	0.02	0.777	0.830	Altered group
ZFP42	4q35.2	0.07	0.06	0.22	0.36	0.01	0.777	0.831	Altered group
NME9	3q22.3	5.38	5.34	1.10	0.78	0.04	0.778	0.832	Altered group
DTL	1q32.3	6.24	6.18	1.69	1.71	0.06	0.779	0.833	Altered group
TRPC4AP	20q11.22	11.23	11.23	0.23	0.18	0.01	0.779	0.833	Altered group
SCARNA3	1q25.1	0.03	0.03	0.17	0.14	0.01	0.779	0.833	Altered group
ELMOD1	11q22.3	8.64	8.59	1.10	1.32	0.04	0.780	0.833	Altered group
KRT37	17q21.2	0.05	0.04	0.17	0.15	0.01	0.780	0.833	Altered group
CXORF49B	Xq13.1	0.10	0.08	0.37	0.35	0.01	0.781	0.834	Altered group
ILRUN	6p21.31	10.91	10.90	0.29	0.38	0.01	0.781	0.834	Altered group
C5ORF46	5q32	0.10	0.09	0.46	0.36	0.02	0.781	0.834	Altered group
F2	11p11.2	0.38	0.36	0.64	0.54	0.02	0.782	0.834	Altered group
OR14A16	1q44	0.01	0.01	0.08	0.06	0.00	0.782	0.834	Altered group
TBCB	19q13.12	11.15	11.13	0.51	0.50	0.02	0.782	0.835	Altered group
RTN4IP1	6q21	6.99	6.97	0.35	0.43	0.01	0.782	0.835	Altered group
VPS13B	8q22.2	10.06	10.04	0.55	0.57	0.02	0.784	0.836	Altered group
CFL1	11q13.1	14.05	14.04	0.29	0.32	0.01	0.784	0.837	Altered group
ZNF92	7q11.21	8.66	8.64	0.55	0.60	0.02	0.784	0.837	Altered group
KDM1A	1p36.12	10.78	10.76	0.58	0.62	0.02	0.785	0.837	Altered group
CARHSP1	16p13.2	9.91	9.88	0.80	0.67	0.03	0.785	0.837	Altered group
C10ORF120	10q26.13	0.44	0.42	0.81	0.69	0.03	0.785	0.837	Altered group
ATP12A	13q12.12	0.91	0.87	1.10	0.83	0.04	0.785	0.837	Altered group
MBD3L2	19p13.2	0.01	0.01	0.06	0.07	0.00	0.786	0.838	Altered group
RFX6	6q22.1	0.15	0.14	0.32	0.32	0.01	0.786	0.838	Altered group
TUBB	6p21.33	13.47	13.45	0.56	0.57	0.02	0.786	0.838	Altered group
OR52N2	11p15.4	0.28	0.27	0.47	0.42	0.02	0.787	0.838	Altered group
SERPINB12	18q21.33	0.06	0.04	0.38	0.20	0.01	0.787	0.839	Altered group
ADH1C	4q23	0.46	0.44	0.57	0.60	0.02	0.787	0.839	Altered group
SETD2	3p21.31	10.76	10.75	0.37	0.37	0.01	0.788	0.839	Altered group
TPR	1q31.1	11.46	11.44	0.39	0.39	0.01	0.788	0.840	Altered group
C1ORF56	1q21.3	7.63	7.62	0.43	0.42	0.02	0.789	0.840	Altered group
SF3B6	2p23.3	9.87	9.86	0.34	0.41	0.01	0.789	0.841	Altered group
MMGT1	Xq26.3	9.80	9.79	0.27	0.33	0.01	0.789	0.841	Altered group
XK	Xp21.1	5.19	5.13	1.74	1.92	0.06	0.790	0.841	Altered group
DAO	12q24.11	3.18	3.07	3.21	2.83	0.11	0.792	0.843	Altered group
LINC01001	11p15.5	4.62	4.58	0.99	0.94	0.03	0.792	0.843	Altered group
PRPF4	9q32	9.27	9.26	0.27	0.31	0.01	0.792	0.843	Altered group
CRISP3	6p12.3	0.26	0.24	0.56	0.68	0.02	0.792	0.843	Altered group
ANXA9	1q21.3	5.54	5.52	0.54	0.61	0.02	0.792	0.843	Altered group
U2AF2	19q13.42	11.63	11.62	0.24	0.39	0.01	0.793	0.843	Altered group
KLHL18	3p21.31	8.72	8.71	0.30	0.36	0.01	0.793	0.843	Altered group
HHAT	1q32.2	6.42	6.39	0.97	1.03	0.03	0.794	0.844	Altered group
SLC25A31	4q28.1	0.29	0.28	0.43	0.37	0.01	0.794	0.845	Altered group
REG1A	2p12	0.26	0.24	0.66	0.78	0.02	0.794	0.845	Altered group
SEC23A	14q21.1	9.71	9.69	0.41	0.47	0.01	0.795	0.845	Altered group
FAM138E	15q26.3	0.12	0.11	0.29	0.31	0.01	0.795	0.845	Altered group
DCUN1D1	3q26.33	8.98	8.96	0.46	0.48	0.02	0.795	0.845	Altered group
SCN4A	17q23.3	1.65	1.61	1.03	1.01	0.04	0.795	0.845	Altered group
MRPL49	11q13.1	10.06	10.05	0.21	0.27	0.01	0.796	0.846	Altered group
SDC3	1p35.2	13.86	13.84	0.74	0.70	0.03	0.796	0.846	Altered group
FAM86C2P	11q13.2	6.40	6.38	0.44	0.51	0.02	0.796	0.846	Altered group
UBL4A	Xq28	9.60	9.59	0.44	0.54	0.02	0.796	0.846	Altered group
PRAMEF16	1p36.21	0.02	0.01	0.10	0.09	0.00	0.796	0.846	Altered group
DYNC2LI1	2p21	8.36	8.34	0.51	0.39	0.02	0.797	0.846	Altered group
DCT	13q32.1	4.60	4.55	1.46	1.53	0.05	0.797	0.847	Altered group
AMOTL1	11q21	10.58	10.56	0.60	0.65	0.02	0.799	0.848	Altered group
ZNF439	19p13.2	7.67	7.65	0.44	0.64	0.02	0.799	0.848	Altered group
PDPR	16q22.1	10.24	10.22	0.81	0.92	0.03	0.799	0.849	Altered group
SNX1	15q22.31	11.62	11.60	0.36	0.47	0.01	0.800	0.849	Altered group
DTWD1	15q21.2	7.96	7.95	0.35	0.34	0.01	0.800	0.849	Altered group
CXCL5	4q13.3	4.99	4.93	1.81	1.70	0.06	0.801	0.850	Altered group
CHRM5	15q14	2.94	2.88	1.83	1.72	0.06	0.801	0.850	Altered group
SLC27A4	9q34.11	9.65	9.63	0.44	0.47	0.01	0.801	0.850	Altered group
NT5C2	10q24.32-q24.33	10.64	10.63	0.50	0.49	0.02	0.801	0.850	Altered group
SLCO1B3	12p12.2	0.12	0.11	0.28	0.33	0.01	0.802	0.851	Altered group
MT1B	16q13	0.01	0.00	0.06	0.05	0.00	0.802	0.851	Altered group
BOLL	2q33.1	0.15	0.14	0.27	0.29	0.01	0.802	0.851	Altered group
PCDHGA7	5q31	5.22	5.16	1.68	1.69	0.06	0.802	0.851	Altered group
ZIC2	13q32.3	7.50	7.46	1.10	1.03	0.04	0.803	0.852	Altered group
PRDM9	5p14.2	0.02	0.02	0.14	0.11	0.00	0.804	0.852	Altered group
ICAM2	17q23.3	7.67	7.64	0.69	0.72	0.02	0.804	0.852	Altered group
TMEM9B	11p15.4	11.10	11.09	0.33	0.44	0.01	0.804	0.852	Altered group
ZC3H7A	16p13.13	10.00	9.99	0.33	0.26	0.01	0.804	0.852	Altered group
OOEP	6q13	0.19	0.18	0.31	0.35	0.01	0.804	0.852	Altered group
PF4	4q13.3	1.19	1.16	1.09	1.13	0.04	0.804	0.852	Altered group
PLAA	9p21.2	9.21	9.19	0.52	0.36	0.02	0.805	0.853	Altered group
C22ORF42	22q12.3	0.04	0.04	0.18	0.15	0.01	0.806	0.854	Altered group
NPEPL1	20q13.32	9.19	9.16	0.94	0.94	0.03	0.806	0.854	Altered group
TPD52	8q21.13	10.06	10.04	0.73	0.84	0.02	0.806	0.854	Altered group
VPS26C	21q22.13	9.87	9.87	0.23	0.30	0.01	0.807	0.855	Altered group
RSRP1	1p36.11	8.70	8.67	0.91	0.91	0.03	0.807	0.855	Altered group
SPRED2	2p14	9.78	9.75	1.05	0.96	0.03	0.807	0.855	Altered group
OR6B3	2q37.3	0.23	0.21	0.48	0.51	0.02	0.807	0.855	Altered group
SLC39A2	14q11.2	1.34	1.30	1.07	0.78	0.03	0.808	0.856	Altered group
DNASE1L3	3p14.3	1.86	1.81	1.57	1.61	0.05	0.809	0.856	Altered group
FNDC4	2p23.3	9.85	9.83	0.61	0.61	0.02	0.809	0.856	Altered group
TP73	1p36.32	3.90	3.85	1.69	1.75	0.05	0.809	0.857	Altered group
FHL1	Xq26.3	13.04	13.02	0.61	0.55	0.02	0.810	0.857	Altered group
RUBCN	3q29	10.54	10.53	0.29	0.32	0.01	0.810	0.858	Altered group
RPS5	19q13.43	12.62	12.60	0.60	0.64	0.02	0.810	0.858	Altered group
METTL21A	2q33.3	7.96	7.95	0.33	0.28	0.01	0.811	0.858	Altered group
SNED1	2q37.3	8.06	8.03	1.00	0.74	0.03	0.811	0.858	Altered group
TOP1	20q12	10.92	10.90	0.38	0.41	0.01	0.811	0.858	Altered group
TNIP3	4q27	0.93	0.90	0.86	1.01	0.03	0.812	0.859	Altered group
SLC22A12	11q13.1	0.59	0.57	0.61	0.65	0.02	0.813	0.860	Altered group
PGM2L1	11q13.4	9.68	9.64	1.04	1.26	0.03	0.813	0.860	Altered group
OR9G4	11q12.1	0.01	0.00	0.05	0.06	0.00	0.813	0.860	Altered group
NKIRAS2	17q21.2	9.72	9.70	0.49	0.53	0.02	0.814	0.861	Altered group
OR52E6	11p15.4	0.01	0.01	0.09	0.09	0.00	0.814	0.861	Altered group
MSC	8q13.3	4.78	4.73	1.42	1.38	0.04	0.814	0.861	Altered group
CCDC141	2q31.2	4.86	4.82	1.29	1.13	0.04	0.815	0.861	Altered group
IL17RB	3p21.1	8.53	8.50	0.92	0.91	0.03	0.815	0.861	Altered group
ADIRF	10q23.2	8.15	8.11	1.28	1.28	0.04	0.815	0.861	Altered group
CHPF	2q35	11.12	11.10	0.76	0.60	0.02	0.815	0.861	Altered group
GGNBP2	17q12	10.20	10.20	0.22	0.20	0.01	0.815	0.861	Altered group
MMP8	11q22.2	0.29	0.28	0.51	0.59	0.02	0.815	0.862	Altered group
CADPS2	7q31.32	8.20	8.15	1.38	1.32	0.04	0.816	0.862	Altered group
OR4K14	14q11.2	0.01	0.01	0.09	0.09	0.00	0.817	0.863	Altered group
NBPF3	1p36.12	6.48	6.46	0.87	0.77	0.03	0.817	0.863	Altered group
KITLG	12q21.32	9.01	8.98	1.05	1.00	0.03	0.819	0.865	Altered group
EGFR	7p11.2	11.17	11.10	2.15	1.66	0.06	0.819	0.865	Altered group
ERBB3	12q13.2	9.41	9.36	1.63	1.53	0.05	0.819	0.865	Altered group
TAGLN	11q23.3	9.64	9.61	0.93	1.08	0.03	0.820	0.866	Altered group
UPK1B	3q13.32	0.47	0.44	0.84	0.82	0.03	0.820	0.866	Altered group
PHLDA2	11p15.4	2.29	2.24	1.50	1.46	0.04	0.820	0.866	Altered group
MAP4K2	11q13.1	8.31	8.30	0.46	0.50	0.01	0.820	0.866	Altered group
RBM44	2q37.3	2.61	2.59	0.81	0.88	0.02	0.820	0.866	Altered group
PARD6B	20q13.13	5.61	5.59	0.72	0.60	0.02	0.821	0.866	Altered group
SLC26A5	7q22.1	0.50	0.48	0.54	0.49	0.02	0.821	0.867	Altered group
CDKN2AIP	4q35.1	8.90	8.88	0.42	0.40	0.01	0.822	0.867	Altered group
HPVC1	7p11.2	0.02	0.02	0.20	0.24	0.01	0.822	0.867	Altered group
KIF17	1p36.12	6.24	6.21	0.89	1.21	0.03	0.823	0.868	Altered group
C2CD3	11q13.4	9.56	9.55	0.33	0.37	0.01	0.824	0.869	Altered group
LINC01300	8q24.3	0.22	0.21	0.40	0.46	0.01	0.824	0.869	Altered group
DHX34	19q13.32	8.30	8.29	0.51	0.60	0.02	0.824	0.869	Altered group
QDPR	4p15.32	11.36	11.34	0.89	0.80	0.03	0.825	0.870	Altered group
OR10W1	11q12.1	0.03	0.02	0.18	0.12	0.00	0.825	0.870	Altered group
ERBB4	2q34	9.65	9.63	0.95	1.38	0.03	0.826	0.871	Altered group
PPP1R27	17q25.3	0.51	0.49	0.63	0.54	0.02	0.827	0.871	Altered group
BRI3BP	12q24.31	5.96	5.95	0.54	0.73	0.02	0.827	0.871	Altered group
BDH1	3q29	7.75	7.71	1.04	1.36	0.03	0.827	0.872	Altered group
VPREB3	22q11.23	1.84	1.81	1.28	1.09	0.04	0.828	0.872	Altered group
RGPD1	2p11.2	7.42	7.39	0.79	0.76	0.02	0.829	0.873	Altered group
PCGEM1	2q32.3	0.01	0.01	0.07	0.08	0.00	0.829	0.873	Altered group
CHMP1B	18p11.21	10.41	10.41	0.27	0.28	0.01	0.829	0.873	Altered group
CLDN12	7q21.13	9.69	9.68	0.62	0.45	0.02	0.830	0.874	Altered group
C16ORF78	16q12.1	0.02	0.02	0.10	0.10	0.00	0.830	0.874	Altered group
ZNF518A	10q24.1	9.06	9.05	0.44	0.58	0.01	0.830	0.874	Altered group
PPAN-P2RY11	19p13.2	5.87	5.80	2.57	2.66	0.07	0.830	0.874	Altered group
CNTNAP4	16q23.1	8.63	8.57	2.07	2.12	0.06	0.830	0.874	Altered group
INTS6L	Xq26.3	7.23	7.22	0.61	0.61	0.02	0.830	0.874	Altered group
RCVRN	17p13.1	2.22	2.19	1.09	1.33	0.03	0.831	0.875	Altered group
PLEKHB1	11q13.4	13.49	13.46	0.88	1.04	0.03	0.832	0.875	Altered group
MTX1	1q22	9.11	9.10	0.48	0.42	0.01	0.832	0.876	Altered group
CCDC144NL	17p11.2	1.13	1.09	1.17	1.08	0.03	0.832	0.876	Altered group
DOCK1	10q26.2	10.72	10.70	0.82	0.64	0.02	0.832	0.876	Altered group
RPS6	9p22.1	13.84	13.83	0.62	0.70	0.02	0.833	0.876	Altered group
LINC00470	18p11.32	0.20	0.19	0.35	0.47	0.01	0.833	0.876	Altered group
SLITRK3	3q26.1	9.10	9.06	1.22	1.51	0.03	0.833	0.876	Altered group
ETV2	19q13.12	2.23	2.20	1.18	1.22	0.03	0.834	0.877	Altered group
FAM228B	2p23.3	7.51	7.50	0.55	0.57	0.02	0.835	0.877	Altered group
SPATA31D1	9q21.32	0.02	0.02	0.14	0.13	0.00	0.835	0.878	Altered group
RASD1	17p11.2	11.07	11.03	1.14	1.14	0.03	0.835	0.878	Altered group
FIGNL1	7p12.2	7.93	7.92	0.52	0.52	0.01	0.836	0.879	Altered group
LINC00608	2q35	0.01	0.01	0.08	0.08	0.00	0.836	0.879	Altered group
CTNNAL1	9q31.3	8.47	8.46	0.57	0.60	0.02	0.836	0.879	Altered group
LCE1B	1q21.3	0.17	0.15	0.40	0.35	0.01	0.837	0.879	Altered group
PPP2R5E	14q23.2	9.19	9.18	0.52	0.50	0.01	0.837	0.879	Altered group
DPP3	11q13.2	9.41	9.41	0.34	0.43	0.01	0.838	0.880	Altered group
OR5AU1	14q11.2	0.04	0.04	0.13	0.13	0.00	0.838	0.880	Altered group
SNORA29	6q25.3	0.04	0.03	0.14	0.13	0.00	0.838	0.881	Altered group
P2RY4	Xq13.1	0.83	0.82	0.51	0.62	0.01	0.838	0.881	Altered group
MIR1-1HG	20q13.33	0.05	0.05	0.18	0.20	0.00	0.838	0.881	Altered group
ATP5MF	7q22.1	10.48	10.47	0.51	0.49	0.01	0.839	0.881	Altered group
TSPAN17	5q35.2	9.22	9.21	0.47	0.46	0.01	0.840	0.882	Altered group
GON4L	1q22	9.91	9.90	0.32	0.36	0.01	0.840	0.882	Altered group
MUC17	7q22.1	0.20	0.19	0.38	0.52	0.01	0.840	0.882	Altered group
SEMA5A	5p15.31	11.28	11.25	1.18	1.13	0.03	0.840	0.882	Altered group
SKA3	13q12.11	5.28	5.24	1.50	1.58	0.04	0.841	0.883	Altered group
CEP152	15q21.1	5.64	5.62	0.75	0.95	0.02	0.841	0.883	Altered group
ARID4B	1q42.3	10.00	9.99	0.30	0.35	0.01	0.842	0.883	Altered group
LINC00052	15q25.3	0.19	0.18	0.41	0.40	0.01	0.842	0.883	Altered group
MAN1B1	9q34.3	10.63	10.62	0.49	0.35	0.01	0.842	0.883	Altered group
NRADDP	3p21.31	1.14	1.12	0.70	0.67	0.02	0.842	0.884	Altered group
IL37	2q14.1	0.11	0.10	0.29	0.26	0.01	0.843	0.885	Altered group
EXOSC1	10q24.1	7.79	7.77	0.50	0.44	0.01	0.843	0.885	Altered group
ABCD2	12q12	6.74	6.70	1.49	1.46	0.04	0.843	0.885	Altered group
OR11G2	14q11.2	0.02	0.01	0.10	0.08	0.00	0.843	0.885	Altered group
TRIM68	11p15.4	8.45	8.44	0.43	0.48	0.01	0.843	0.885	Altered group
AHSP	16p11.2	0.59	0.57	0.69	0.68	0.02	0.844	0.885	Altered group
RASA1	5q14.3	9.60	9.59	0.47	0.42	0.01	0.844	0.885	Altered group
TIMELESS	12q13.3	8.58	8.55	0.87	0.94	0.02	0.845	0.886	Altered group
ZNF560	19p13.2	4.06	3.99	2.78	2.65	0.07	0.845	0.886	Altered group
AP3S1	5q22.3-q23.1	9.23	9.22	0.32	0.36	0.01	0.845	0.886	Altered group
CARNS1	11q13.2	9.51	9.45	2.45	2.34	0.06	0.845	0.886	Altered group
OR11A1	6p22.2-p21.31	0.06	0.06	0.27	0.22	0.01	0.846	0.886	Altered group
LYZL2	10p11.23	0.01	0.01	0.08	0.07	0.00	0.846	0.886	Altered group
CXADRP2	15q11.2	0.41	0.40	0.43	0.47	0.01	0.846	0.887	Altered group
OR52E4	11p15.4	0.01	0.01	0.08	0.11	0.00	0.846	0.887	Altered group
OR10G9	11q24.2	0.01	0.01	0.09	0.07	0.00	0.847	0.888	Altered group
TCEAL8	Xq22.1	9.97	9.97	0.25	0.29	0.01	0.847	0.888	Altered group
FAF2	5q35.2	10.34	10.33	0.31	0.29	0.01	0.848	0.888	Altered group
SLC30A10	1q41	5.93	5.91	1.03	0.96	0.03	0.848	0.888	Altered group
OAZ3	1q21.3	3.46	3.44	0.69	0.62	0.02	0.848	0.888	Altered group
APC	5q22.2	11.91	11.90	0.57	0.59	0.01	0.848	0.888	Altered group
ZNF516	18q23	8.61	8.60	0.60	0.67	0.02	0.848	0.888	Altered group
ATPAF1	1p33	10.76	10.75	0.44	0.51	0.01	0.848	0.888	Altered group
B9D1	17p11.2	7.50	7.49	0.67	0.47	0.02	0.848	0.888	Altered group
PBK	8p21.1	6.19	6.14	2.02	2.12	0.05	0.849	0.889	Altered group
FAM90A7P	8p23.1	0.26	0.25	0.37	0.36	0.01	0.849	0.889	Altered group
GNRH2	20p13	0.20	0.20	0.29	0.36	0.01	0.850	0.889	Altered group
USP17L6P	4p16.1	0.03	0.03	0.12	0.12	0.00	0.850	0.889	Altered group
DEPDC4	12q23.1	3.20	3.18	0.67	0.62	0.02	0.850	0.890	Altered group
KIF15	3p21.31	6.74	6.71	1.23	1.33	0.03	0.851	0.891	Altered group
CDK1	10q21.2	6.78	6.74	1.56	1.69	0.04	0.851	0.891	Altered group
POTEC	18p11.21	0.02	0.01	0.09	0.08	0.00	0.852	0.891	Altered group
RMI1	9q21.32	8.14	8.13	0.52	0.55	0.01	0.852	0.891	Altered group
LYRM2	6q15	10.35	10.34	0.29	0.35	0.01	0.852	0.891	Altered group
FMN2	1q43	10.75	10.73	0.69	0.76	0.02	0.853	0.892	Altered group
LINC00957	7p13	6.01	5.98	1.11	1.31	0.03	0.854	0.893	Altered group
OR52N5	11p15.4	0.02	0.01	0.10	0.10	0.00	0.855	0.894	Altered group
FOXM1	12p13.33	7.97	7.93	1.72	1.75	0.04	0.855	0.894	Altered group
TTC8	14q31.3	8.40	8.39	0.42	0.41	0.01	0.855	0.894	Altered group
CCDC70	13q14.3	0.12	0.12	0.29	0.33	0.01	0.856	0.894	Altered group
TCTA	3p21.31	10.05	10.04	0.51	0.48	0.01	0.857	0.895	Altered group
PAQR5	15q23	5.88	5.86	0.96	0.77	0.02	0.857	0.895	Altered group
RPP38	10p13	7.56	7.55	0.37	0.41	0.01	0.857	0.895	Altered group
MTERF1	7q21.2	7.55	7.54	0.38	0.35	0.01	0.858	0.896	Altered group
GULP1	2q32.1-q32.2	6.33	6.30	1.40	1.41	0.03	0.858	0.896	Altered group
CTH	1p31.1	6.88	6.87	0.72	0.74	0.02	0.858	0.896	Altered group
MARCHF10	17q23.2	2.74	2.70	1.58	1.02	0.04	0.858	0.896	Altered group
KLHL32	6q16.1	8.97	8.94	1.15	1.19	0.03	0.859	0.896	Altered group
CKAP4	12q23.3	10.17	10.16	0.48	0.43	0.01	0.859	0.896	Altered group
KCNK15	20q13.12	1.41	1.38	1.12	1.13	0.03	0.859	0.897	Altered group
ZFR	5p13.3	11.69	11.68	0.40	0.36	0.01	0.859	0.897	Altered group
HDLBP	2q37.3	12.76	12.75	0.28	0.28	0.01	0.859	0.897	Altered group
ADM	11p15.4	6.13	6.09	1.78	1.63	0.04	0.859	0.897	Altered group
GRXCR2	5q32	0.02	0.01	0.09	0.11	0.00	0.860	0.897	Altered group
LCN6	9q34.3	0.56	0.54	0.83	0.72	0.02	0.860	0.898	Altered group
UBR4	1p36.13	11.87	11.86	0.32	0.46	0.01	0.860	0.898	Altered group
FUT8-AS1	14q23.3	4.48	4.46	0.81	0.73	0.02	0.861	0.898	Altered group
TIPARP-AS1	3q25.31	2.82	2.80	0.77	0.82	0.02	0.861	0.898	Altered group
FOXI3	2p11.2	0.14	0.13	0.43	0.43	0.01	0.861	0.898	Altered group
MRPL17	11p15.4	8.94	8.93	0.51	0.43	0.01	0.862	0.899	Altered group
TSPAN4	11p15.5	7.98	7.96	0.69	0.68	0.02	0.862	0.899	Altered group
NOTO	2p13.2	0.07	0.07	0.21	0.22	0.00	0.862	0.899	Altered group
OR12D3	6p22.1	0.02	0.02	0.11	0.19	0.00	0.862	0.899	Altered group
PLGLA	2q12.2	0.01	0.01	0.07	0.06	0.00	0.863	0.900	Altered group
CEP78	9q21.2	8.32	8.31	0.48	0.52	0.01	0.863	0.900	Altered group
LEPROTL1	8p12	10.28	10.28	0.29	0.34	0.01	0.864	0.900	Altered group
PSMD7	16q23.1	10.60	10.60	0.24	0.25	0.01	0.864	0.900	Altered group
GPR35	2q37.3	5.59	5.57	0.77	0.75	0.02	0.864	0.901	Altered group
ROMO1	20q11.22	9.42	9.41	0.60	0.62	0.01	0.864	0.901	Altered group
MMP21	10q26.2	0.95	0.94	0.77	0.65	0.02	0.865	0.901	Altered group
C14ORF39	14q23.1	0.81	0.79	1.02	1.08	0.02	0.865	0.901	Altered group
ZCRB1	12q12	10.18	10.18	0.39	0.43	0.01	0.865	0.901	Altered group
SLC4A1	17q21.31	1.45	1.42	1.18	1.05	0.03	0.865	0.902	Altered group
LELP1	1q21.3	0.02	0.02	0.11	0.13	0.00	0.866	0.902	Altered group
UBE2G1	17p13.2	10.14	10.13	0.23	0.24	0.01	0.866	0.902	Altered group
HMGCS2	1p12	0.87	0.84	1.31	1.09	0.03	0.867	0.902	Altered group
FETUB	3q27.3	1.87	1.85	1.00	1.03	0.02	0.867	0.903	Altered group
NDST2	10q22.2	9.14	9.14	0.42	0.35	0.01	0.867	0.903	Altered group
MYOC	1q24.3	0.89	0.87	0.92	1.03	0.02	0.867	0.903	Altered group
SDE2	1q42.12	9.31	9.30	0.41	0.48	0.01	0.868	0.903	Altered group
KMT2E	7q22.3	10.90	10.89	0.54	0.58	0.01	0.868	0.903	Altered group
NDUFAF3	3p21.31	9.98	9.97	0.49	0.47	0.01	0.869	0.904	Altered group
SNORA1	11q21	0.01	0.01	0.06	0.06	0.00	0.869	0.904	Altered group
ADRA2A	10q25.2	6.13	6.10	1.40	1.53	0.03	0.869	0.904	Altered group
GSTM2P1	6q21	1.62	1.59	1.00	0.89	0.02	0.869	0.904	Altered group
RFX8	2q11.2	1.01	0.98	1.18	0.95	0.02	0.870	0.905	Altered group
TMPRSS11F	4q13.2	0.37	0.36	0.58	0.46	0.01	0.870	0.905	Altered group
CELA3B	1p36.12	0.07	0.06	0.28	0.27	0.01	0.870	0.905	Altered group
NPR3	5p13.3	3.78	3.75	1.36	1.56	0.03	0.871	0.905	Altered group
ZIC1	3q24	8.70	8.67	1.06	1.29	0.02	0.871	0.905	Altered group
DSP	6p24.3	6.79	6.77	0.88	1.02	0.02	0.871	0.905	Altered group
SH2D4B	10q23.1	1.47	1.45	0.71	0.76	0.02	0.871	0.906	Altered group
C2ORF16	2p23.3	5.35	5.34	0.59	0.65	0.01	0.871	0.906	Altered group
S100A1	1q21.3	9.66	9.63	1.40	1.67	0.03	0.872	0.906	Altered group
AVPR1A	12q14.2	2.31	2.29	1.06	1.28	0.02	0.872	0.906	Altered group
SINHCAF	12p11.21	8.65	8.63	0.74	1.05	0.02	0.872	0.906	Altered group
ZNF826P	19p12	4.64	4.61	1.39	1.39	0.03	0.872	0.906	Altered group
FAM41C	1p36.33	3.53	3.52	0.52	0.60	0.01	0.873	0.907	Altered group
PYGO1	15q21.3	5.71	5.69	1.13	1.20	0.02	0.874	0.908	Altered group
N4BP1	16q12.1	9.89	9.88	0.26	0.23	0.01	0.874	0.908	Altered group
USP42	7p22.1	8.73	8.73	0.38	0.40	0.01	0.874	0.908	Altered group
DDX59	1q32.1	8.38	8.38	0.33	0.36	0.01	0.875	0.908	Altered group
HPDL	1p34.1	3.71	3.69	1.11	0.96	0.02	0.876	0.909	Altered group
FRG2C	3p12.3	0.78	0.77	0.82	0.71	0.02	0.876	0.909	Altered group
ACYP2	2p16.2	8.91	8.90	0.51	0.57	0.01	0.876	0.909	Altered group
NT5C	17q25	8.49	8.48	0.60	0.59	0.01	0.876	0.910	Altered group
PASD1	Xq28	0.14	0.14	0.30	0.30	0.01	0.877	0.910	Altered group
MFSD2A	1p34.2	10.10	10.08	0.71	0.72	0.01	0.877	0.910	Altered group
ZFP30	19q13.12	8.28	8.27	0.49	0.55	0.01	0.877	0.910	Altered group
DHFR	5q14.1	8.68	8.67	0.75	0.72	0.02	0.877	0.910	Altered group
MYADML	2p22.3	0.13	0.13	0.36	0.35	0.01	0.878	0.911	Altered group
HTR3D	3q27.1	0.06	0.06	0.20	0.20	0.00	0.879	0.912	Altered group
